text;summary
By Simon Jones Crystal Palace have signed free agent goalkeeper Chris Kettings. The 21-year-old previously played for Birmingham City and he was released from Blackpool earlier this year. Kettings has also represented Scotland at U21 level three times. Stopper: Crystal Palace have signed 21-year-old free agent goalkeeper Chris Kettings In demand: Palace also hope to rival AC Milan for Arsenal's Costa Rican striker Joel Campbell Manager Tony Pulis is also keen on a loan deal for Arsenal's Joel Campbell who is starring for Costa Rica in the World Cup. However, AC Milan also have an interest in Campbell as part of a £28million deal should Arsenal bid for their striker Mario Balotelli. Campbell scored eight goals in 32 league appearances while on loan at Olympiacos last season. Scorer: Palace want Campbell on loan after he scored eight goals in 32 league appearances for Olympiacos;Kettings is free agent having left Blackpool, with three Scotland U21 caps . The 21-year-old previously played for Birmingham City and Blackpool . Palace boss Tony Pulis also hopes to sign Arsenal's Campbell on loan . Costa Rica striker scored eight goals in 32 league games for Olympiacos . He is also wanted by AC Milan as part of £28m deal for Mario Balotelli
An Ohio couple was robbed of their four puppies on Christmas morning because they had no cash to offer their burglars. Three men slipped through an unlocked sliding door at the northeast Ohio home at around 6 a.m. Thursday, a Wayne County sheriff's captain said. The suspects confronted a 32-year-old man in semi-rural Chippewa Township, authorities say. This poster has been issued since the burglary to help find the stolen puppies The man was struck in the face with a handgun, and a 21-year-old woman was held up at gunpoint. When the suspects' demands for cash weren't met, the men scooped up the three-week-old Cane Corso puppies and fled. Cane Corsos are an Italian mastiff-type dog that can serve as watchdogs and hunters. Capt. Doug Hunter says the puppies' chances of survival are slim because they're not yet weaned. The puppies' mother wasn't taken.;The male victim, 32, was struck in the face with a handgun and woman, 21, was held up at gunpoint . When the suspects' demands for cash weren't met, the men scooped up the three-week-old Cane Corso puppies and fled . Cane Corsos are an Italian mastiff-type dog that can serve as watchdogs and hunters . The puppies chance of survival is slim because their mother wasn't taken and they're not yet weaned
Everton midfielder Bryan Oviedo has pulled out of Costa Rica's friendlies against Oman and South Korea. The Toffees have confirmed the 24-year-old is to remain on Merseyside to undergo a routine procedure to remove a small screw in his left leg which was inserted after an horrific break in January. Oviedo made his competitive comeback with an hour-long appearance in the Capital One Cup defeat at Swansea last month and came on for the last 26 minutes of Sunday's loss against Manchester United - his first league appearance since January 20. Everton's Bryan Oviedo came on as a second-half substitute at Old Trafford on Sunday Oviedo (right) has a shot on goal during Everton's 2-1 defeat to Manchester United;Bryan Oviedo has pulled out of the Costa Rica squad for friendlies against Oman and South Korea . The Everton midfielder will remain on Merseyside to undergo a routine procedure . Oviedo will have a small screw removed from his left leg after it was inserted in January when he broke his leg
Mike Wallace has joined the Minnesota Vikings, two years after being courted by Rick Spielman and Co. Wallace was traded for a seventh round pick, in exchange for a fifth round pick in May's draft. His expensive and ill-tempered two seasons in Miami will be best remembered for a touchline spat. Wallace joined the Dolphins on a $60million deal before the 2013 season and was an outspoken member of the locker room. Mike Wallace scores a touchdown during the Dolphins win against the Vikings last season He often criticised the gameplan and was said to quit on his team-mates during December's defeat to the New York Jets. He failed to post a 1,000-yard season and the deep ball threat he posed in Pittsburgh never materialised in Miami. After the Dolphins acquired Kenny Stills from the New Orleans Saints, Wallace's trade appeared inevitable.;Wallace joined Miami two years ago on a big-money deal and was expected to add a deep-ball threat . But after failing to post a 1,000-yard season, he leaves the Dolphins after apparently refusing to play during December's defeat to the Jets . Wallace was courted by the Vikings two years ago after he left the Steelers . Miami have acquired Kenny Stills from the New Orleans Saints
An 82-year-old woman tragically died after being run down by her own car this morning in Sydney's west. Emergency services were called to an address in Boake Close, Glenmore Park, Penrith by concerned neighbours who found the elderly woman under the car at about 7.10am on Sunday morning. It is believed the woman was reversing her vehicle out of her driveway when she stopped the car and walked behind it. The tragic accident took place in Boake Close in Glenmore Park in Penrith, Sydney The car, which was on a slight hill, rolled over her and trapped her. She was found under the car and emergency services called. Paramedics rushed to the scene but the woman tragically died. Penrith Police are investigating and a report is being prepared for the coroner. The accident happened on Sunday morning at 7.10am and the woman sadly died at the scene;Emergency services were called to Glenmore Park in Penrith, Sydney . The accident happened on Sunday morning at 7.10am . Police said she was reversing the car when she stopped it and walked behind it . The 82-year-old woman was found under the car by concerned neighbours . She tragically died at the scene in her driveway
The Wales Football Association has been fined £3,900 by UEFA following a pitch invasion by supporters after Gareth Bale’s last gasp winner against Andorra. Bale fired in a spectacular free-kick late on to secure a 2-1 Euro 2016 qualifier victory over Andorra last month which prompted a selection of the away supporters to storm the pitch. Chris Coleman’s side are currently top of Euro 2016 qualifying Group B after two wins and a draw in their opening three fixtures. More to follow... UEFA have now fined the Wales Football Association £3,900 after their fans stormed the pitch in Andorra Gareth Bale celebrates after scoring a magnificent late winner for Wales against Andorra last month Bale lets out a roar after the 2-1 victory for Wales over Cyprus to put them top of Euro 2016 qualifying Group B;Real Madrid star Gareth Bale scored late free-kick in Andorra for 2-1 win . Selection of the Wales supporters stormed the pitch in celebration . Bale and Wales captain Ashley Williams attempted to calm the away fans . UEFA charged Wales FA in September and have now handed out the fine
An elderly Melbourne workman is lucky to be alive after spending half an hour dangling upside down from a three-storey building. It's believed the 84-year-old was doing some maintenance work when he locked himself out and decided to climb over to another balcony, Seven News reported. But instead, he tripped and jammed his foot on the side railing of the balcony - which saved him from a 12 metre fall. Police officers held onto the man's legs until firefighters arrived and rescued him to safety. He was reportedly taken to hospital in a stable condition, suffering a sore ankle. Scroll down for video An 84-year-old Melbourne man spent half an hour dangling upside down from a three-storey building Police officers held onto the man's legs until firefighters arrived and rescued the man;An 84-year-old Melbourne man spent half an hour dangling upside down from a three-storey building . He was doing maintenance work but locked himself out and decided to climb to another balcony . Instead, he jammed his foot on the side railing of the balcony . Police held onto the man's left until firefighters arrived
Manchester United have suffered yet another injury blow after learning that Luke Shaw could be out for between four and six weeks with ankle ligament damage. It was initially thought that Shaw might be sidelined for three weeks with the injury he suffered in the first half of last weekend's victory at Arsenal, but scans that had been delayed to allow the swelling on his left ankle to go down yesterday revealed that it could be up to twice as long. The England defender now stands to miss up to eight Premier League games and an FA Cup third round tie, handing Louis van Gaal yet more problems with his injury-hit defence. Luke Shaw (right) collides with Arsenal’s Jack Wilshere in the penalty area last Saturday VIDEO Man Utd and Chelsea set to battle it out for Varane;Luke Shaw suffered the injury in the first half of Manchester United 's 2-1 win at Arsenal . The England left back suffered ankle ligament damage . Shaw could now miss up to eight Premier League games for Man Utd . Click here to see Manchester United's upcoming Premier League fixtures
It's the final day of the Cheltenham Festival and our racing expert Marcus Townend is back with another video preview. Marcus gives us his views on AP McCoy's last ever day at Cheltenham, reveals his tips for the day's races and previews the big one - the Gold Cup. The action gets going at 1.30pm but stick with MailOnline Sport for the best build-up to and coverage of the greatest show on turf.;Find out which horses Marcus Townend is tipping for glory on day four . The biggest race of the week - the Gold Cup - takes place at 3.20pm . READ our Gold Cup ultimate guide which include's Sam Turner's tip . READ: Cheltenham Festival 2015 racing tips for day four . CLICK HERE to follow all the Cheltenham Festival 2015 action live!
Chelsea have agreed terms on £2.3million deal for Romanian teenage right back Cristian Manea. The 17-year-old, who plays for Viitorul Constanta, has already made his debut for the national side when he played against Albania last May. Manea doesn't turn 18 until August but Chelsea have moved quickly to secure him after interest from Arsenal, Ajax and Udinese. Chelsea have agreed terms on a £2.3million deal for Romania right back Cristian Manea (left, pictured in 2013) As Sportsmail reported, Chelsea made initial moves last September to outline a deal with Manea expected to sign a five-year contract and then be loaned out to either Vitesse or Real Mallorca. Manea has developed quickly under the guidance of first team coach and former Romania captain Gheorghe Hagi. Chelsea manager Jose Mourinho and his staff have been trying to secure Manea's signature and now have it;Chelsea have agreed terms on a deal for teenage right back Cristian Manea . Arsenal, Ajax and Udinese were also showing interest in the 17-year-old . Manea is expected to sign a five-year contract before going on loan . Chelsea beat West Ham 1-0 at Upton Park on Wednesday . CLICK HERE for all the latest Chelsea news
A 51-year-old Australian woman could face the death penalty in Malaysia after being arrested for drug smuggling. She was allegedly found with 1.5kg of methamphetamine – also known as ice – at Kuala Lumpur airport during a stopover. The woman, believed to be a mother-of-four, was travelling from Shanghai to Melbourne,Seven News reported. The arrest follows the release of 22-year-old Australian Kalynda Davis who was arrested in China on drug smuggling charges earlier this month. Miss Davis faced execution by firing squad along with New Zealander Peter Gardner for allegedly attempting to smuggle methamphetamine into Australia from China. While Miss Davis returned home to Sydney earlier this week, Mr Gardner remains in Chinese custody. The 51-year-old woman is due to appear in court on Sunday.;Woman was allegedly found with 1.5kilograms of methamphetamine . She was caught at Kuala Lumpur airport during a stopover . The 51-year-old was travelling from Shanghai to Melbourne . Arrest comes less than a month after 22-year-old Australian Kalynda Davis was arrested in China for alleged drug smuggling . Miss Davies was released by Chinese authorities and returned to Sydney
Twitter is an unforgivable place at times and that would be to Manchester United's downfall on Monday night as Louis van Gaal and Co were mocked on social media following their FA Cup exit at the hands of Arsenal. Prior to the game Dutchman Van Gaal labelled Welbeck 'a substitute', resulting in why he was allowed to leave the Old Trafford side for the Emirates in the summer transfer window. The Manchester-born forward came back to haunt his former side with the winner on Monday, and unsurprisingly he took centre stage on Twitter, in particular. Below are the best memes from the night...;Manchester United were knocked out of the FA Cup by Arsenal on Monday . Danny Welbeck came back to haunt his former side with the winner . The game unsurprisingly went viral on social media . Many mocked Manchester United, in particular Louis van Gaal, who labelled match-winner Welbeck 'a substitute' prior to the match
Ahead of another weekend of the Barclays Premier League, Sportsmail brings you the latest squad news, odds and stats on every top flight fixture as it breaks. Simply click on your team in the fixture list below to find out who is ruled out and who is making a return as well as all the key statistics surrounding your club's fixture. In or out? Keep up-to-date with all the latest team news and stats ahead of the Premier League weekend SATURDAY Sunderland vs Liverpool (12.45pm) Burnley vs QPR (3pm) Chelsea vs Newcastle (3pm) Everton vs Manchester City (3pm) Leicester City vs Aston Villa (3pm) Swansea City vs West Ham (3pm) West Brom vs Hull (3pm) Crystal Palace vs Tottenham (5.30pm) SUNDAY Arsenal vs Stoke (1.30pm) Manchester United vs Southampton (4pm);Table toppers Chelsea host Newcastle United at Stamford Bridge . Title rivals Manchester City visit Everton at Goodison Park . Sunderland take on Liverpool in Saturday's 12.45pm kick-off . Arsenal host Stoke in Barclays Premier League on Sunday at 1.30pm . Manchester United wrap up Sunday's action against Southampton at 4pm
Real Madrid are looking to extend their 21-game winning streak by defeating San Lorenzo to claim their first ever Club World Cup title. Cristiano Ronaldo and Co have been in scintillating form - winning the Champions League, Copa del Rey and European Super Cup in 2014 - and reached the final in Marrakech with a 4-0 demolition of Mexican side Cruz Azul in the semi-finals. Copa Libertadores champions San Lorenzo, who are incidentally the team supported by Pope Francis, needed extra-time to defeat Auckland City 2-1 in their semi final. Watch events unfold with our LIVE STREAM of the game... Cristiano Ronaldo (left) and Gareth Bale celebrate victory in the Club World Cup semi-finals;Real Madrid beat San Lorenzo in Club World Cup final . Sergio Ramos opened scoring with a header in the first half . Gareth Bale puts them 2-0 up early on after half time . Real Madrid XI: Casillas, Carvajal, Pepe, Ramos, Marcelo, Kroos, Isco, Rodriguez, Bale, Ronaldo, Benzema . San Lorenzo XI: Torrico, Yepes, Mercier, Buffarini, Kalinski, Cauteruccio, Barrientos, Kannemann, Ortigoza, Mas, Veron . Carlo Ancelotti's side have won 21 consecutive games this season . Los Blancos have won the Champions League, Copa del Rey and European Super Cup in 2014 . The Argentine Copa Libertadores winners are supported by Pope Francis . LIVE STREAM courtesy of Goal.com
Tottenham have been offered free agent striker Jonas. The 30-year-old Brazilian has interest from Benfica and has also been pushed to Sunderland. Jonas has been released by Valencia and is keen on a move to the Premier League but knows he could be a regular starter at Benfica. Scroll down for video Ready for England? Jonas reacts during a match in La Liga for his former Spanish club Valencia Sunderland were contacted by the striker’s agent Tiago Goncalves who says the player’s 'future will become clearer in the coming days'. Tottenham remain light in attack, with manager Mauricio Pochettino having just Emmanuel Adebayor, Roberto Soldado and Harry Kane to choose from. Shot: Jonas challenges for the ball in a Champions League match against Chelsea in December 2011 Chase: Juan Mata may soon be joined by Jonas in the Premier League should Tottenham nab the striker;Jonas has been released by Valencia and is keen on a move to the Premier League with either Tottenham or Sunderland . Benfica are interested and can guarantee him a regular place in the team . The striker’s agent Tiago Goncalves says the player’s 'future will become clearer in the coming days'
Stevie Ray is determined to silence Curt Warburton once and for all in their third fight on Saturday. The Scotsman travels to Newcastle to complete the trilogy at Cage Warriors 73, live on MailOnline. And he is confident he will retain his lightweight title and put Warburton in his place. Stevie Ray (pictured) fights Curt Warburton at Cage Warriors 73 on Saturday, and it is live on MailOnline Sport;Stevie Ray faces Curt Warburton for the third time at Cage Warriors 73 . Ray is the lightweight champion after winning their rematch in June . Warburton won the first fight by unanimous decision last year . Ray is confident of winning the decider in front of Warburton's home fans in Newcastle
Manchester United are set to offer a trial to Southport teenager Drew Lewis. The 19-year-old has scored 38 goals for the Conference club's reserve side this season. His performances have captured the attention of a number of league clubs - but United have moved to offer the youngster a trial. Southport's Drew Lewis will be given a trial with Louis van Gaal's Manchester United Lewis could have the opportunity of playing at Manchester United's famous Old Trafford stadium The development comes after United signed Sadiq El Fitouri a contract after spotting him at local club Salford City. And Lewis could be the next non-league player to make the massive step up to the Premier League if his trial is successful. Southport could miss Lewis' goals as they currently languish one point above the relegation zone in the Conference.;Southport teenager Drew Lewis has impressed Manchester United . The 19-year-old is set to be offered a trial at Old Trafford . Lewis has scored 38 goals for Southport's reserve side this season . United signed Sadiq El Fitouri from Salford City at the end of January . CLICK HERE for all the latest Manchester United news
By David Kent Ross McCormack is set to leave cash-strapped Leeds United after manager Brian McDermott lost his job. McCormack, 27, was the Championship’s top scorer last season with 29 goals and the Scotland striker handed much of the credit to McDermott, who spent less than 14 months in the job. McCormack, rated by Leeds at about £8million, is wanted by a host of clubs headed by Celtic, West Ham, Leicester and Malaga. Most wanted: Ross McCormack (2L) is set to leave struggling Leeds for around £8m with several clubs interested He is understood to be deeply upset by the manager’s treatment. McCormack recently said: ‘Everyone knows what I think of Brian. He has to be given a chance to do his job properly. He deserves that at least.’ 'Mutual consent': Brian McDermott (L) has parted company with Leeds after only 14 months in the job;Ross McCormack is expected to leave Leeds United for around £8million . Championship's top scorer is wanted by several clubs including West Ham, Leicester, Celtic and Malaga . Scotland international has a close relationship with former manager Brian McDermott who has left the club by 'mutual consent' . McCormack is understood to be upset over the treatment of McDermott
Ahead of another weekend of the Barclays Premier League, Sportsmail brings you the latest squad news, odds and stats on every top flight fixture as it breaks. Simply click on your team in the fixture list below to find out who is ruled out and who is making a return as well as all the key statistics surrounding your club's fixture. In or out? Keep up-to-date with all the latest team news and stats ahead of the Premier League weekend SATURDAY Newcastle vs Chelsea (12.45pm) Hull vs West Brom (3pm) Liverpool vs Sunderland (3pm) QPR vs Burnley (3pm) Stoke vs Arsenal (3pm) Tottenham vs Crystal Palace (3pm) Manchester City vs Everton (5.30pm) SUNDAY West Ham vs Swansea (1.30pm) Aston Villa vs Leicester (4pm) MONDAY Southampton vs Manchester United (8pm);Chelsea aim to maintain unbeaten start as they travel to Newcastle United . Liverpool look to build on good results as they host Sunderland . Arsenal visit Stoke following Alexis Sanchez's late winner at Southampton . Manchester City host late Saturday kick-off at home to Everton . Manchester United visit Saints on Monday Night Football
"An eight-year-old boy has died in a tragic farming accident on a rural property in the Port Stephens area on the NSW mid-north coast. Just after midday on Sunday police were called to a property in Swan Bay where they were directed to an injured boy. It is believed that the eight-year-old became trapped under a tractor while his grandfather was driving it. Ambulance paramedics were called; however, the boy died at the scene. Police from Port Stephens Local Area Command will now prepare a report for the Coroner, outlining the full circumstances surrounding the child’s death. More to come. An eight-year-old boy has died in a tragic farming accident on a rural property in the Port Stephens area on the NSW mid-north coast";A young boy has died in a farming accident on the NSW mid-north coast . It is believed the eight-year-old became trapped under a tractor at the Swan Bay property . His grandfather is thought to have been the once driving it . Paramedics were called but the boy died at the scene
Manchester City and Arsenal are continuing to monitor Cagliari midfielder Godfred Donsah. The confident 18-year-old has already attracted enquiries from Tottenham last month and can play at centre midfield as a holding player or right-back. Arsenal and City scouts watched him on Monday against Inter Milan in their 2-1 defeat. Cagliari midfielder Godfred Donsah was scouted by Arsenal and Manchester City on Monday Donsah, pictured scoring against Torino, is a holding midfielder who is also comfortable at right back The Ghanaian joined in 2012 from DC United Agogo for £2million. The president of Cagliari, Thomas Guilini, confirmed: 'It's not just City, even Arsenal were here to see him but I want to keep him here another year. 'It is better for his development too to stay here one more season.' Cagliari president Thoma Guilini wanted Donsah to remain with the club for another season before moving;Arsenal and Manchester City sent scouts to watch Godfred Donsah . Tottenham made enquiries about the 18-year-old in January . Donsah is a holding midfielder who can also play as a right back . Cagliari president Thomas Guilini wants to keep him for another season . CLICK HERE for all the latest Premier League news
A Qantas jet bound for Perth was forced to turn back to Sydney Airport after a safety light turned on mid-air. The Airbus A330 took off soon after 11am but was back on the tarmac by 12.30pm after an indicator light showed a possible issue with the rear cargo doors, a Qantas spokesman said. 'Engineers are inspecting the aircraft. There is no evidence at this stage of a problem,' he said. Passengers will be moved to another flight due to depart Sunday afternoon, he said. A Qantas jet bound for Perth has been forced to return to Sydney Airport after a safety light turned on mid-air;A Qantas jet bound for Perth has been forced to return to Sydney Airport after a safety light turned on mid-air . Airbus A330 took off soon after 11am but was back on tarmac by 12.30pm . After an indicator light showed a possible issue with the rear cargo doors . Engineers are inspecting aircraft but no evidence at this stage of a problem
Ahead of another weekend of the Barclays Premier League, Sportsmail brings you the latest squad news, odds and stats on every top flight fixture as it breaks. Simply click on your team in the fixture list below to find out who is ruled out and who is making a return as well as all the key statistics surrounding your club's fixture. In or out? Keep up-to-date with all the latest team news and stats ahead of the Premier League weekend SATURDAY Manchester City vs Crystal Palace (12.45pm) Aston Villa vs Manchester United (3pm) Hull City vs Swansea City (3pm) Queens Park Rangers vs West Bromwich Albion (3pm) Southampton vs Everton (3pm) Tottenham Hotspur vs Burnley (3pm) West Ham United vs Leicester City (3pm) SUNDAY Newcastle United vs Sunderland (1.30pm) Liverpool vs Arsenal (4pm) MONDAY Stoke City vs Chelsea (8pm);There is a full schedule of Premier League fixtures this weekend . Manchester City host Crystal Palace at the Etihad (Saturday 12.45pm) . Manchester United travel to Villa Park to play Aston Villa (Saturday 3pm) . Newcastle United host Sunderland in Sunday's Tyne-Wear derby . Arsenal travel to Anfield to play Liverpool in Sunday's late kick-off
A young boy has died from severe head injuries after crashing his dirt bike head-on with his cousin near sand dunes. The two boys, both 15, were riding their dirt bikes between Layman Road and Wonnerup Beach in Wonnerup, 10km east of Busselton, south of Perth in Western Australia on Sunday. The riders collided head-on, causing extensive damage to both bikes shortly after 2pm. The boy suffered severe head injuries in the crash and was taken to Busselton Hospital but he died a short time later. His cousin was also taken to hospital and he received extensive injuries. He was later transferred to the Royal Perth Hospital for further treatment and remains in a serious condition. Police are investigating the crash and will prepare a report for the Coroner. A young boy has died from severe head injuries after crashing his dirt bike head-on with his cousin;A young boy has died from severe head injuries after a head-on collision . The two boys were riding their dirt bikes in Wonnerup, 10km east of Busselton, south of Perth in Western Australia shortly after 2pm on Sunday . His cousin remains in a serious condition . Police are investigating the crash and will prepare a report for the Coroner
Sportsmail's boxing correspondent Jeff Powell looks ahead to Saturday's mega-fight at the MGM Grand after witnessing Floyd Mayweather and Manny Pacquiao's grand arrivals in Las Vegas. Both boxers made public appearances on Tuesday as their $300million showdown draws ever closer, and our man Powell was there. Powell reflects on the pair's arrivals on the Las Vegas Strip and looks forward to the rest of the week. Watch the video below.;Jeff Powell looks ahead to Saturday's fight at the MGM Grand . Floyd Mayweather takes on Manny Pacquiao in $300m showdown . Both fighters arrived in Las Vegas on Tuesday with public appearances . READ: Mayweather makes official arrival ahead of Manny Pacquiao fight . Al Haymon: The man behind Mayweather who is revolutionising boxing . Mayweather vs Pacquiao takes centre stage... but who's on the undercard?
Crystal Palace's bid to sign Bolton winger Lee Chung-Yong for £1million is being held up by the player’s wage demands. Lee, who also has several offers from abroad, suffered a minor leg fracture playing for South Korea in the Asia Cup three weeks ago but is expected to return to training later this month. Bolton signed up the attacking midfielder in 2009 for £2million. Bolton winger Lee Chung-Yong (left) takes on Millwall's Alan Dunne during the Championship tie in December Lee is is out of contract with the Championship club in the summer. The South Korean is among the highest paid players at the club and has made almost 200 appearances for the side. Chung-Yong (right) has made nearly 200 appearances for Bolton since his move to the club in 2009;Crystal Palace are looking to sign Bolton winger Lee Chung-Yong . The £1million deal is being held up by the player’s wage demands . Bolton signed up the attacking midfielder in 2009 for £2million . Lee is is out of contract with the Championship club in the summer . CLICK HERE for all the latest transfer news with our live updates
Conor McGregor insists featherweight champion Jose Aldo doesn't want the title as much as he does. Aldo makes the eighth defence of his belt against McGregor in Las Vegas on July 11. And the Irishman said: 'He doesn't want to be near me, he doesn't want this the way I want it. 'He can't hide the fact he doesn't want the belt in his presence.' NOW WATCH SPORTSMAIL'S FULL INTERVIEW WITH McGREGOR Conor McGregor grabbed Jose Aldo's belt when they took their promotional tour to Dublin last week;Conor McGregor takes on champion Jose Aldo in Las Vegas on July 11 . The two men recently completed a world-tour to promote the fight . McGregor is unbeaten in the UFC and insists he will be the next champion . He grabbed Aldo's belt when the pair came face-to-face in Dublin . CLICK HERE for all the latest UFC news
A Delaware Walmart employee has been arrested after police discovered he had stolen thousands of rounds of ammunition and survival gear from the Milford store, according to police. Linwood D. Hallman Jr., 35, had been swiping the ammunition in a string of thefts that have been occurring at the Walmart since January, according to Detective Dwight Young. Young said police also recovered a rifle scope and survival bags and kits at a home in Lincoln where the stolen ammunition was found. Multiple firearms and knives were also discovered and taken into police custody, according to Delaware Online. Hallman was charged with felony theft and has been committed to Sussex Correction Institution. Walmart employee Linwood D. Hallman Jr., 35, was arrested after police discovered he had stolen thousands of rounds of ammunition, as well as survival gear from the Milford, Delaware store (pictured);Linwood Hallman Jr., 35, swiped the ammo in a string of thefts that started in January from the Milford, Delaware store, according to police . He also allegedly took a rifle scope and survival bags and kits . Multiple firearms and knives recovered at the Lincoln home were taken into police custody . Hallman was charged with felony theft
England started their qualifying campaign for the 2016 European Championships in the perfect manner with a 2-0 victory over Switzerland at St Jakob-Park. Danny Welbeck netted a brace to see Roy Hodgson's men claim victory in what could prove to be the toughest hurdle on the road to France 2016. Here, Sportsmail's Neil Ashton and Charles Sale give their verdict on how Hodgson's men performed, with particular praise for Danny Welbeck, Raheem Sterling and Wayne Rooney. Cheers! Sportsmail's Neil Ashton (left) and Charles Sale (right) toast England's performance after the game Double trouble: Danny Welbeck slots home his, and England's, second goal as they saw off Switzerland In front: Welbeck peels away after putting his country ahead in their first Euro 2016 qualifier in Basle All as one: England celebrate as a team after Welbeck's opening goal against Switzerland at St Jakob-Park;England won 2-0 against Switzerland at St Jakob-Park on Monday night . Danny Welbeck netted a brace for Roy Hodgson's men in Switzerland . Toughest of England's 2016 Euro qualifiers may already be out of the way . Sportsmail's Neil Ashton and Charles Sale impressed with England . Welbeck and Raheem Sterling give England frightening pace in attack
By Simon Jones Stoke City are to hold talks with Steve Sidwell today ahead of a possible free transfer deal. The 31-year-old midfielder left Fulham last month and has been attracting interest from the likes of QPR, West Ham, Leicester and Sunderland. Sidwell is due to be at Stoke's training ground where he will be able to undergo medical tests before signing. He is expected to sign on Monday. Discussions: Steve Sidwell (entre) is in talks with Stoke City over a free transfer from Fulham In demand: The 31-year-old midfielder has attracted attention from QPR, Leciester, Sunderland and West Ham Manager Mark Hughes is keen to improve his midfield options and is looking to offload Honduras captain Wilson Palacios. He signed Sidwell for Fulham and is keen to have him in his squad for next season. Surplus: Stoke manager Mark Hughes is looking to offload Honduras captain Wilson Palacios;Stoke hope to tie up deal for the former Fulham and Chelsea midfielder . The 31-year-old is to undertake a medical at Stoke's training ground . Transfer to Stoke should be completed on Monday after medical . QPR, West Ham, Leicester and Sunderland among other clubs interested . Stoke manager Mark Hughes is looking to offload midfielder Wilson Palacios
Floyd Mayweather Jnr and Manny Pacquiao come face-to-face in Los Angeles on Wednesday and you can watch their press conference as it happens. The meeting marks the first, and only time, the pair will square-off ahead of the weigh-in, 24 hours before their mouth-watering May 2 blockbuster bout, so it promises to be explosive. The press conference gets underway at 8.30pm (UK time), so make sure you tune-in to our live stream to catch every minute of the action…;Floyd Mayweather and Manny Pacquiao go head-to-head for the first time on Wednesday ahead of their May 2 bout . It is the only scheduled press conference ahead of their mouth-watering Las Vegas mega-fight later in the year . The $300m Mayweather vs Pacquiao showdown is arguably the most eagerly anticipated in boxing history . READ: Pacquiao claims his beating Mayweather would be 'good for boxing' . WATCH: Pacquiao shows off his shadow boxing in the street . Visit our boxing page for all the latest Mayweather vs Pacquiao news
Holland goalkeeper Tim Krul and midfielder Georginio Wijnaldum have withdrawn from the Euro 2016 qualifier in Iceland on Monday after picking up injuries during training. Krul, who is the back-up goalkeeper in the Dutch squad, hurt his elbow on Saturday and has been replaced for the trip to Reykjavik by Feyenoord's Kenneth Vermeer. Wijnaldum, who has hurt his knee, is not being replaced. Holland goalkeeper Tim Krul (left) has been ruled out of Holland's Euro 2016 qualifier with Iceland PSV midfielder Georginio Wijnaldum (left) is suffering with a knee injury but will not be replaced in the squad Holland beat Kazakhstan 3-1 in Amsterdam on Friday to pick up their first points in Group A. Second half goals from Klaas-Jan Huntelaar, Ibrahim Afellay and Robin van Persie sealed victory for Guus Hiddink's side after Rinat Abdulin had given the visitors a shock lead in the 18th minute.;Holland take on Iceland away in a Euro 2016 qualifier on Monday . Tim Krul has been replaced in the Dutch squad by Kenneth Vermeer after hurting his elbow in training on Saturday . Midfielder Georginio Wijnaldum is out with a knee problem . Guss Hiddink's side beat Kazakhstan 3-1 in Amsterdam on Friday
By Sami Mokbel for the Daily Mail Follow @@SamiMokbel81_DM Arsenal were locked in talks with Borussia Dortmund trying to agree a fee for central defender Sokratis Papastathopoulos. The German club want £20million for the Greece international, who can also play right-back and holding midfielder. Sportsmail first reported Arsenal's interest in the player today. VIDEO Scroll down Sokrates scores goal for Borussia Dortmund Target: Arsene Wenger wants Sokratis Papastathopoulos to bolster Arsenal's squad Replacement: Papastathopoulos (25) is being touted as a replacement for Thomas Vermaelen, who joined Barcelona earlier this month The Gunners do not want to meet Dortmund's asking price and are trying to secure a reduced figure before pressing ahead with a swoop. But manager Arsene Wenger knows he needs defensive cover before Monday's transfer deadline and is keen to land Papastathopoulos, who is understood to be open to joining Arsenal.;Papastathopoulos is being linked with Arsenal as a replacement for Thomas Vermaelen, who has joined Barcelona . The Greek international is valued at £20million by Borussia Dortmund . But Gunners boss Arsene Wenger is trying to cut a deal with the Germans . The defender has made 51 appearances for his country, scoring against Costa Rica in this summer's World Cup . Papastathopoulos joined Dormund last summer from Werder Bremen . The 26-year-old is understood to be keen on a move to the Premier League
By John Drayton FIFA has decided against extending Steven Defour's ban for a reckless tackle on South Korea's Kim Shin-wook. Belgium midfielder Defour was sent off for a studs-up challenge on the South Korean striker last Thursday's 1-0 win in Sao Paulo. Spectator: Steven Defour (centre) will only miss Belgium's last 16 tie vs USA after being sent off There had been calls for the Porto midfielder to be banned for more than one match, but FIFA's disciplinary committee has decided not to do so. Defour will therefore only miss Belgium's second-round clash against the United States on Tuesday. FIFA also confirmed the 26-year-old had been fined 7,500 Swiss Frances (£4,943) breaching its disciplinary code. Seeing red: Defour (left) was sent off in the first-half of Belgium's 1-0 win against South Korea on Thursday;Steven Defour received a red card for a reckless challenge on Kim Shin-wook in Belgium's 1-0 World Cup win over South Korea . FIFA have decided against banning the midfielder for longer than one match . The Porto midfielder will now only miss his nation's last 16 fixture against USA on Tuesday
